,radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
radius2,0.6392696538891938,0.03868087427800794,0.6540834644131684,0.6857654968397873,0.12788538566136082,0.2528961982414058,0.4653079208328371,0.5588024136356438,0.09982063992265951,-0.08534299588464855,1.0,0.26316936974398364,0.9699479419670209,0.9558095917133103,0.2675569361995995,0.23421225539269036,0.34354920751573587,0.44046912921014414,0.25809798129882133,0.18427346199937616,0.6617007195685892,-0.1601566499455468,0.6736934792948269,0.6844832553041477,-0.18507160035142312,-0.08438307616282327,0.02317233774075146,0.2507749971156477,-0.22420959360584736,-0.23932469377129312
texture2,0.04687304211223364,0.305949798430512,0.06834889208067882,0.051462273571552586,0.1595305652982118,0.16183490536830963,0.19061490336075124,0.1574906043404528,0.17252201485659346,0.15441224258314662,0.26316936974398364,1.0,0.3265237909871355,0.18127401341627217,0.4026594113895087,0.3982457207645875,0.3968228219078665,0.4579358281981057,0.39120400533128424,0.42896269782343216,-0.05197627935470002,0.343212484175921,-0.017514342358271217,-0.044514167555727915,-0.07592983892783875,-0.060522916124658425,-0.05867688495233858,-0.0968844944242785,-0.10422537414118012,-0.06818299546478353
perimeter2,0.6247853748549496,0.06022312873097196,0.6513460495408969,0.6707321253542121,0.13868196626174137,0.33443953858657355,0.5146961091151749,0.5877531345820943,0.1415993677797897,-0.02000621222732142,0.9699479419670209,0.3265237909871355,1.0,0.9331533078324695,0.2632164824470271,0.31953281585248094,0.4107348563453592,0.5245502992639844,0.31872349513381554,0.25018999711234885,0.6209434935260615,-0.1373651904020789,0.6657118468717675,0.6420518099395374,-0.19000948294881936,-0.0159940624532853,0.07811207454315673,0.2967726932809908,-0.19294706494735103,-0.2001003952350831
area2,0.6923589785895017,0.04852183531614543,0.7047355734154899,0.7546521278796262,0.09074227201238318,0.21842327242543244,0.46654650908908796,0.5532437405451255,0.04891983850803432,-0.14646799131087732,0.9558095917133103,0.18127401341627217,0.9331533078324695,1.0,0.20964848853499202,0.18499920298801426,0.2972707633011464,0.3323428537910978,0.1812019950737148,0.12192804473460528,0.7042769164548959,-0.12318242479060316,0.7149401361684296,0.7513388984464492,-0.17881874697547526,-0.07322756582471761,0.0526671576678014,0.26920704367817105,-0.23090553690808335,-0.24482241549277328
smoothness2,0.028037403609894637,0.0425109042473123,0.051873144723261044,0.0417922597115085,0.31345561207105394,0.203013741956995,0.2925991220160768,0.1913544703076245,0.07696953514587788,0.16332790550173884,0.2675569361995995,0.4026594113895087,0.2632164824470271,0.20964848853499202,1.0,0.4327375056530491,0.599086949846099,0.556599270334558,0.3159571697702453,0.478046119004131,-0.0858994381643935,-0.0944201970034114,-0.0611166139864887,-0.07699555240815752,0.20187101323287518,-0.028484630389347208,0.02709329920855725,0.005391418942457405,-0.1823182826846127,-0.04247179383925956
compactness2,0.0782508126830051,0.1274106029642611,0.1440418495121277,0.07498076138426533,0.38157291805579163,0.7478002984480306,0.6165596351034355,0.4409943737755146,0.4858218966770192,0.5484898007346645,0.23421225539269036,0.3982457207645875,0.31953281585248094,0.18499920298801426,0.4327375056530491,1.0,0.84024558362723,0.6291089109018397,0.5360128209267028,0.8477426239244183,0.019626985751837227,0.04327287484789598,0.1141600939365242,0.01172003848343466,0.17283818428879869,0.663929230681328,0.5720134830301107,0.42420066292215375,0.2808110216682444,0.4735923043296177
concavity2,0.19757069993938048,0.11011108949535425,0.2574487333336738,0.19655587129915456,0.3765471446718088,0.6401905416945379,0.7154872767136288,0.504336278024408,0.41431770526390177,0.3954042658144942,0.34354920751573587,0.3968228219078665,0.4107348563453592,0.2972707633011464,0.599086949846099,0.84024558362723,1.0,0.7265385183218913,0.5436374016829595,0.7183070509521617,0.08721254136097101,-0.03854997606300127,0.17308287608631792,0.08091535197595501,0.10324156191845979,0.42370678191936556,0.5910871717509005,0.38196727982079226,0.12234538444350533,0.24600833353585094
concave_points2,0.23470949074160016,0.04092970898322068,0.2760124089546924,0.22582619808985746,0.19947261372690375,0.4449909270594708,0.47080803334887705,0.440637604557152,0.2787275542991198,0.22418479747542722,0.44046912921014414,0.4579358281981057,0.5245502992639844,0.3323428537910978,0.556599270334558,0.6291089109018397,0.7265385183218913,1.0,0.4651893108281746,0.5915765929978436,0.1372650751102151,-0.1664185892210217,0.20641543259789366,0.1251422093696266,-0.08217336587512185,0.14229187922849793,0.19801742309774034,0.3648918346292893,-0.07056169132473304,0.0036083319063293477
symmetry2,0.03372713259753444,-0.06061514249661448,0.06990229497353322,0.03336826429359032,0.2587092086242661,0.40165117865069466,0.338859277524358,0.2621423690847256,0.5472351693554565,0.3104295819111202,0.25809798129882133,0.39120400533128424,0.31872349513381554,0.1812019950737148,0.3159571697702453,0.5360128209267028,0.5436374016829595,0.4651893108281746,1.0,0.4291025861526958,-0.06095789115231939,-0.12937910075793832,-0.010748922279442694,-0.0786797106590106,-0.03148211849008079,0.19179769093971252,0.16172580020858723,0.13916779532094967,0.5166660744866418,0.0829292303333862
fractal_dimension2,-0.03676151094148824,0.06556227781538754,0.02500191487497911,-0.03525436089681673,0.46686310966145433,0.6636347330218926,0.5190277083866053,0.36773246236387386,0.4447088519297283,0.6677185118911382,0.18427346199937616,0.42896269782343216,0.25018999711234885,0.12192804473460528,0.478046119004131,0.8477426239244183,0.7183070509521617,0.5915765929978436,0.4291025861526958,1.0,-0.09372097640955547,-0.006971659237900929,-0.02099049007247379,-0.0972942623130038,0.23355984627714835,0.5237456368960193,0.4423339742687595,0.3063475795756654,0.18542423860337626,0.5828169259850359
radius3,0.9216533043835227,0.12602239698023623,0.9157398894010258,0.9203196752909377,-0.07808977401774012,0.178291363925149,0.4345173971634666,0.632881854121834,-0.05612820529095861,-0.3263472439858444,0.6617007195685892,-0.05197627935470002,0.6209434935260615,0.7042769164548959,-0.0858994381643935,0.019626985751837227,0.08721254136097101,0.1372650751102151,-0.06095789115231939,-0.09372097640955547,1.0,0.01482608178936188,0.9836465958914409,0.9858600408797814,-0.17912168800228087,-0.025867541022462272,0.1239522084732208,0.4602578762825782,-0.16261458975288284,-0.2680485299212988
texture3,-0.08888969884769254,0.8468314796665977,-0.08569034554158177,-0.08175112354989213,-0.04947908998376503,0.016581358111438415,-0.023148528721505274,-0.09480305481981824,-0.03312961412970451,0.0524007512013997,-0.1601566499455468,0.343212484175921,-0.1373651904020789,-0.12318242479060316,-0.0944201970034114,0.04327287484789598,-0.03854997606300127,-0.1664185892210217,-0.12937910075793832,-0.006971659237900929,0.01482608178936188,1.0,0.023623594408379116,0.031102560767775223,0.20879858748641983,0.22512993944423088,0.18620607797228714,0.036233762898156135,0.10857276094048332,0.20612484404122694
perimeter3,0.9148770876613302,0.13660507420610354,0.9220553601176515,0.9157275416800751,-0.021225375321492993,0.2876603149811965,0.5238858306768547,0.6945074111034969,0.01602555854052436,-0.24429580859406178,0.6736934792948269,-0.017514342358271217,0.6657118468717675,0.7149401361684296,-0.0611166139864887,0.1141600939365242,0.17308287608631792,0.20641543259789366,-0.010748922279442694,-0.02099049007247379,0.9836465958914409,0.023623594408379116,1.0,0.9710370495629821,-0.14546674310405436,0.06589377956932736,0.2115991035759423,0.529907846148921,-0.12145351075238138,-0.20824547158449677
area3,0.8939349844247395,0.12669777052169046,0.889046261562346,0.9113957430013907,-0.06503680437432273,0.16373768645332776,0.4252049624415239,0.6108137802690897,-0.06912240993162659,-0.3159917797187089,0.6844832553041477,-0.044514167555727915,0.6420518099395374,0.7513388984464492,-0.07699555240815752,0.01172003848343466,0.08091535197595501,0.1251422093696266,-0.0786797106590106,-0.0972942623130038,0.9858600408797814,0.031102560767775223,0.9710370495629821,1.0,-0.15913358424139723,-0.028794451073244284,0.12190040018730648,0.4430969421831559,-0.1780270984558973,-0.2588581959441106
smoothness3,-0.3266487586451072,-0.024013321329176555,-0.28308668522131014,-0.2980375886109633,0.7446701982474665,0.4542511474587006,0.3205519111001972,0.18984010404764948,0.36442238770084473,0.6439098549318897,-0.18507160035142312,-0.07592983892783875,-0.19000948294881936,-0.17881874697547526,0.20187101323287518,0.17283818428879869,0.10324156191845979,-0.08217336587512185,-0.03148211849008079,0.23355984627714835,-0.17912168800228087,0.20879858748641983,-0.14546674310405436,-0.15913358424139723,1.0,0.5524938804887094,0.5265272122076082,0.45091146685365446,0.40328626511416504,0.6552887954164152
compactness3,-0.11482397025101093,0.10407966660715248,-0.04861838575186135,-0.10810402290390096,0.48285434351301787,0.7910516789776277,0.539136374813809,0.34835298290926564,0.5265474793764272,0.7017163655756284,-0.08438307616282327,-0.060522916124658425,-0.0159940624532853,-0.07322756582471761,-0.028484630389347208,0.663929230681328,0.42370678191936556,0.14229187922849793,0.19179769093971252,0.5237456368960193,-0.025867541022462272,0.22512993944423088,0.06589377956932736,-0.028794451073244284,0.5524938804887094,1.0,0.8408820817469197,0.6459511777928608,0.5908213106126278,0.8491460606817198
concavity3,0.0696206881971598,0.11007508900990057,0.13497671240084652,0.07714971003705065,0.5190629912434627,0.7555521086103011,0.7375348528623847,0.5114641301511678,0.47815311432464186,0.5799162362300656,0.02317233774075146,-0.05867688495233858,0.07811207454315673,0.0526671576678014,0.02709329920855725,0.5720134830301107,0.5910871717509005,0.19801742309774034,0.16172580020858723,0.4423339742687595,0.1239522084732208,0.18620607797228714,0.2115991035759423,0.12190040018730648,0.5265272122076082,0.8408820817469197,1.0,0.717485730478693,0.4593917177897578,0.6919133449662589
concave_points3,0.38346081430520335,-0.002213296615146924,0.4377863921349846,0.3857170813239287,0.5051257304928999,0.7402227139256126,0.7448325806136626,0.7681388217984367,0.47277379550621434,0.4297365822780225,0.2507749971156477,-0.0968844944242785,0.2967726932809908,0.26920704367817105,0.005391418942457405,0.42420066292215375,0.38196727982079226,0.3648918346292893,0.13916779532094967,0.3063475795756654,0.4602578762825782,0.036233762898156135,0.529907846148921,0.4430969421831559,0.45091146685365446,0.6459511777928608,0.717485730478693,1.0,0.36656689064431447,0.4496600836009881
symmetry3,-0.2663754955944423,-0.08738606512311534,-0.23174238597117713,-0.2706480205341793,0.34721827827851837,0.439311254708773,0.20410443328209388,0.09675977910660079,0.7129487711183996,0.5124417090095957,-0.22420959360584736,-0.10422537414118012,-0.19294706494735103,-0.23090553690808335,-0.1823182826846127,0.2808110216682444,0.12234538444350533,-0.07056169132473304,0.5166660744866418,0.18542423860337626,-0.16261458975288284,0.10857276094048332,-0.12145351075238138,-0.1780270984558973,0.40328626511416504,0.5908213106126278,0.4593917177897578,0.36656689064431447,1.0,0.5573216710574858
fractal_dimension3,-0.3833670987763638,0.025960038487011703,-0.32654874748950463,-0.36624349189054445,0.549124994575491,0.6282149224703498,0.32969963293434557,0.13433945349316556,0.47796621939476364,0.8372491542954924,-0.23932469377129312,-0.06818299546478353,-0.2001003952350831,-0.24482241549277328,-0.04247179383925956,0.4735923043296177,0.24600833353585094,0.0036083319063293477,0.0829292303333862,0.5828169259850359,-0.2680485299212988,0.20612484404122694,-0.20824547158449677,-0.2588581959441106,0.6552887954164152,0.8491460606817198,0.6919133449662589,0.4496600836009881,0.5573216710574858,1.0
